country,year,fatal_pc_km,fatal_mIn,accid_adj_pc_km,p_km,croad_inv_km,croad_maint_km,prop_motorwa,populat,unemploy,petrol_car,alcohol,mot_index_1000,den_populat,cgdp,cgdp_cap,precipit,prop_elder,dps,freight
Sweden,2001,3.84,45.37,65.64,104.83,8799.49,6594.90,1.08,8882792.00,5.80,1.64,6.60,452.45,19.74,326900000000000.00,36801.82,800.25,17.23,0.00,34.16
Sweden,2002,3.88,46.47,72.69,106.62,11075.88,6881.48,1.10,8909128.00,6.00,1.67,6.90,453.80,19.80,3344500000000000.00,37540.47,668.28,17.20,0.00,36.65
Sweden,2003,3.67,44.07,77.30,107.32,11683.46,6313.06,1.14,8940788.00,6.60,1.68,6.90,455.78,19.87,3441500000000000.00,38492.36,699.50,17.16,0.00,36.64
Sweden,2004,3.28,39.55,75.25,108.36,11914.46,6261.25,1.20,8975670.00,7.40,1.73,6.60,458.24,19.95,3574700000000000.00,39826.56,765.23,17.17,0.00,36.95
Sweden,2005,3.06,36.62,76.85,107.98,10629.03,6450.66,1.20,9011392.00,7.70,1.74,6.50,460.97,20.03,3611600000000000.00,40078.02,785.28,17.25,0.00,38.58
Sweden,2006,3.13,37.36,79.06,108.14,11293.19,6495.62,1.24,9047752.00,7.10,1.74,6.50,464.42,20.11,3775300000000000.00,41726.50,822.08,17.30,0.00,39.92
Sweden,2007,3.12,37.75,80.56,110.24,7418.21,4359.74,0.86,9113257.00,6.10,1.75,6.90,467.23,20.25,3965500000000000.00,43513.94,798.25,17.35,0.00,40.54
Sweden,2008,2.70,32.23,82.26,109.47,8070.77,4319.48,0.87,9182927.00,6.20,1.72,6.90,465.97,20.41,377700000000000.00,41130.99,799.40,17.52,0.00,42.37
Sweden,2009,2.41,28.30,74.56,108.90,7770.51,3885.02,0.90,9256347.00,8.30,1.64,7.30,464.54,20.57,330800000000000.00,35737.16,781.49,17.77,0.00,35.05
Sweden,2010,1.79,20.66,72.43,108.01,8061.19,4227.74,0.92,9340682.00,8.60,1.65,7.31,464.03,20.76,3862200000000000.00,41347.67,727.41,18.10,0.00,36.27
Sweden,2011,2.16,24.96,70.60,109.03,9117.21,4084.73,0.91,9415570.00,7.80,1.59,7.34,467.37,20.93,4215300000000000.00,44769.51,886.74,18.45,0.00,36.93
Sweden,2012,1.79,20.46,73.85,108.37,10397.00,4506.45,0.93,9482855.00,8.00,1.54,7.23,468.88,21.07,4362600000000000.00,46004.87,897.57,18.82,0.00,33.48
Sweden,2013,1.84,20.82,64.19,108.21,9453.39,4900.95,0.95,9555893.00,8.00,1.52,7.32,470.35,21.24,4435700000000000.00,46418.42,709.46,19.13,0.00,33.53
Sweden,2014,1.71,19.60,57.85,110.34,8732.57,4764.72,0.97,9644864.00,7.90,1.53,7.20,475.35,21.43,4393500000000000.00,45553.07,783.29,19.41,0.00,41.96
Sweden,2015,1.73,19.90,63.75,111.90,8654.28,5502.79,0.99,9747355.00,7.40,1.51,7.16,478.93,21.66,4537400000000000.00,46549.99,883.78,19.62,0.00,41.50
Sweden,2016,1.62,18.78,61.20,114.50,9598.77,5198.85,0.99,9851017.00,6.90,1.54,7.18,483.94,21.89,459400000000000.00,46634.52,728.12,19.77,0.00,42.67
United Kingdom,1998,3.19,34.75,102.65,635.68,16125.93,13748.17,0.85,58394596.00,6.10,1.60,10.14,398.89,234.52,2166000000000000.00,37093.08,1320.33,15.85,1.00,172.00
United Kingdom,1999,3.31,36.26,105.06,642.09,15788.76,14755.99,0.85,58579685.00,5.90,1.60,10.16,409.25,235.26,21808000000000000.00,37227.43,1198.24,15.83,1.00,166.26
United Kingdom,2000,3.32,36.05,104.49,638.57,18289.91,16828.22,0.86,58785246.00,5.40,1.55,10.82,415.16,236.09,24786000000000000.00,42164.40,1266.71,15.81,1.00,165.62
United Kingdom,2001,3.30,36.44,100.44,651.40,19219.75,16692.21,0.86,58999781.00,5.00,1.50,11.29,425.85,236.95,24762000000000000.00,41969.94,898.24,15.83,1.00,163.26
United Kingdom,2002,3.21,36.46,94.83,672.72,19961.36,16500.65,0.86,59239564.00,5.10,1.48,11.31,435.20,237.91,25213000000000000.00,42561.65,1337.91,15.87,1.00,164.04
United Kingdom,2003,3.32,37.29,92.41,667.69,16355.23,15213.32,0.85,59501394.00,5.00,1.45,11.25,441.00,238.96,24064000000000000.00,40442.72,958.56,15.90,1.00,167.14
United Kingdom,2004,3.00,33.77,91.50,672.79,15545.75,17119.30,0.87,59793759.00,4.70,1.42,11.55,452.02,240.14,25479000000000000.00,42611.36,1117.48,15.92,1.00,162.65
United Kingdom,2005,3.05,33.80,88.07,667.09,17459.88,17555.09,0.88,60182050.00,4.80,1.40,11.37,457.28,241.69,26214000000000000.00,43558.03,1075.90,15.92,1.00,161.29
United Kingdom,2006,2.93,32.53,84.39,672.62,18919.87,17475.61,0.87,60620361.00,5.40,1.41,10.96,455.44,243.46,26956000000000000.00,44466.60,1187.46,15.89,1.00,165.48
United Kingdom,2007,2.79,30.80,80.27,673.54,18043.50,16406.19,0.87,61073279.00,5.30,1.41,11.14,458.47,245.27,2767000000000000.00,45306.47,1146.51,15.88,1.00,170.99
United Kingdom,2008,2.34,25.30,72.81,665.74,16983.54,14090.30,0.88,61571647.00,5.60,1.36,10.78,457.35,247.28,23474000000000000.00,38123.95,1283.94,15.95,1.00,160.30
United Kingdom,2009,2.02,21.55,69.73,660.92,18068.05,11931.57,0.88,62042343.00,7.60,1.32,10.14,455.29,249.17,20028000000000000.00,32281.97,1344.07,16.09,1.00,139.54
United Kingdom,2010,2.03,20.92,93.99,644.69,17281.14,10442.03,0.88,62510197.00,7.80,1.30,10.22,454.66,251.04,20818000000000000.00,33302.59,1047.07,16.27,1.00,146.69
United Kingdom,2011,2.04,20.87,90.82,644.07,14197.46,8787.20,0.88,63022532.00,8.10,1.28,10.02,451.70,253.10,20484000000000000.00,32502.10,1230.61,16.44,1.00,148.73
United Kingdom,2012,1.81,18.43,87.51,647.22,13757.82,8542.03,0.89,63495088.00,7.90,1.26,9.76,452.35,255.00,2199000000000000.00,34631.85,1248.33,16.77,1.00,150.95
United Kingdom,2013,1.90,19.04,84.89,641.77,14542.79,7585.87,0.89,63905342.00,7.50,1.24,9.65,456.00,256.65,21267000000000000.00,33278.19,1147.29,17.19,1.00,139.70
United Kingdom,2014,1.87,19.01,85.76,654.38,18629.90,6841.75,0.89,64351203.00,6.10,1.24,9.69,460.15,258.44,23036000000000000.00,35797.49,1338.07,17.51,1.00,135.39
United Kingdom,2015,1.81,18.29,82.61,655.17,21525.71,7514.94,0.89,64853393.00,5.30,1.23,9.82,466.44,260.46,26384000000000000.00,40682.07,1401.70,17.75,1.00,150.10
United Kingdom,2016,1.86,19.00,81.46,667.53,20128.35,5888.32,0.89,65379044.00,4.80,1.23,9.81,471.87,262.57,24104000000000000.00,36868.23,1116.23,17.91,1.00,155.04
